	Entrez	Ensembl	Symbol	Ctrl1	Ctrl2	DT1	DT2
29593	230837	ENSMUSG00000036995	Asap3	100	149	152	88
21661	99662	ENSMUSG00000040600	Eps8l3	0	0	0	0
27919	209462	ENSMUSG00000038822	Hace1	540	375	250	65
54654	102634473	ENSMUSG00000086727	Gm29669	0	0	0	0
34407	331535	ENSMUSG00000031271	Serpina7	0	0	0	0
21506	98558	ENSMUSG00000040629	Mael	0	0	0	0
17346	73991	ENSMUSG00000021066	Atl1	48	26	99	13
32822	277753	ENSMUSG00000066071	Cyp4a12a	0	0	0	0
44658	100038725	ENSMUSG00000038594	Cep85l	91	88	111	63
42567	100009614	ENSMUSG00000094012	Gm10024	0	0	0	0
29147	226527	ENSMUSG00000033488	Cryzl2	54	13	28	71
29079	225923	ENSMUSG00000055933	Oosp3	0	0	0	0
29038	225518	ENSMUSG00000069378	Prdm6	1	0	1	0
29032	225443	ENSMUSG00000071858	Gm94	0	1	0	0
36384	433278	ENSMUSG00000041722	Khdc1c	0	0	0	0
31027	245511	ENSMUSG00000035387	4930415L06Rik	0	0	0	0
30391	238463	ENSMUSG00000021216	Tubal3	0	0	0	0
39396	636931	ENSMUSG00000079259	Trim71	0	0	2	0
1537	13871	ENSMUSG00000030400	Ercc2	244	248	112	73
1875	14489	ENSMUSG00000029840	Mtpn	7437	7995	3719	1563
1872	14473	ENSMUSG00000035540	Gc	0	0	0	0
1864	14464	ENSMUSG00000015627	Gata5	0	0	0	0
46438	100043474	ENSMUSG00000096169	Olfr1564	0	0	0	0
6136	21974	ENSMUSG00000017485	Top2b	1837	2380	1264	369
38323	622665	ENSMUSG00000034035	Ccdc17	7	3	11	10
39075	629219	ENSMUSG00000070810	Sult2a6	0	0	0	0
36275	432779	ENSMUSG00000021579	Lrrc14b	21	22	11	2
29974	233899	ENSMUSG00000057176	Ccdc189	69	62	65	46
29581	230787	ENSMUSG00000037731	Themis2	209	11	122	169
37981	619548	ENSMUSG00000054763	Defb42	0	0	0	0
37596	545893	ENSMUSG00000072662	Mansc4	3	0	7	3
37449	545279	ENSMUSG00000067571	Ms4a15	0	0	0	0
36856	436240	ENSMUSG00000071665	Foxr2	0	0	0	0
36337	433091	ENSMUSG00000043286	Pnpla1	0	0	0	0
37803	547253	ENSMUSG00000034422	Parp14	295	152	674	279
34821	380702	ENSMUSG00000053930	Shisa6	11	3	24	51
28611	217341	ENSMUSG00000070331	Qrich2	0	0	0	1
27789	208043	ENSMUSG00000038384	Setd1b	500	793	586	237
28047	211468	ENSMUSG00000035580	Kcnh8	0	0	0	0
35169	382384	ENSMUSG00000035963	Odf3l2	4	0	0	0
35152	382239	ENSMUSG00000072995	Cpxcr1	0	0	0	0
35120	382074	ENSMUSG00000074397	Foxr1	1	0	0	3
6596	23849	ENSMUSG00000000078	Klf6	3710	3648	18264	7775
6592	23836	ENSMUSG00000050840	Cdh20	0	0	4	0
29075	225908	ENSMUSG00000036098	Myrf	1	14	3	64
28859	223770	ENSMUSG00000022387	Brd1	1788	2008	1183	560
23074	107368	ENSMUSG00000074746	Pdzd8	1111	1620	678	244
30482	239691	ENSMUSG00000051669	AU021092	6	7	10	15
38159	621239	ENSMUSG00000090113	Nhlrc4	0	0	0	0
28424	215999	ENSMUSG00000009647	Mcu	781	764	239	89
13756	67702	ENSMUSG00000048234	Rnf149	8497	3558	897	771
34313	330483	ENSMUSG00000014686	Ceacam16	3	0	0	0
34251	330096	ENSMUSG00000050010	Shisa3	1	0	0	0
34149	329360	ENSMUSG00000089953	Rnf224	0	0	0	0
29921	233437	ENSMUSG00000094950	Vmn2r66	0	0	0	0
37966	619326	ENSMUSG00000038768	9130409I23Rik	0	0	0	0
7539	28010	ENSMUSG00000029022	Miip	215	192	115	74
37867	606496	ENSMUSG00000057177	Gsk3a	1416	1495	998	559
34013	328099	ENSMUSG00000079104	Prps1l3	886	638	415	183
30939	244556	ENSMUSG00000074194	Zfp791	4	0	0	6
34810	380669	ENSMUSG00000063804	Lin28b	0	0	0	0
14221	68460	ENSMUSG00000033044	Dhrs7c	0	0	0	0
13334	67109	ENSMUSG00000046792	Zfp787	618	722	303	279
38057	620246	ENSMUSG00000118401	Gpr52	2	3	10	3
39266	632778	ENSMUSG00000074261	Erich4	0	1	0	0
38445	623781	ENSMUSG00000055926	Gm14137	243	116	45	36
30431	239102	ENSMUSG00000040721	Zfhx2	63	47	20	21
41757	671003	ENSMUSG00000090710	Pate11	0	0	0	0
36223	432555	ENSMUSG00000058163	Gm5431	21	3	19	13
28087	211978	ENSMUSG00000066440	Zfyve26	169	219	76	69
35142	382156	ENSMUSG00000070324	Fbxw22	0	0	0	0
30885	243961	ENSMUSG00000038738	Shank1	8	1	4	29
35157	382253	ENSMUSG00000031292	Cdkl5	14	11	72	5
37972	619332	ENSMUSG00000074734	Taf7l2	0	0	0	0
31071	245828	ENSMUSG00000049299	Trappc1	683	379	249	441
37813	547347	ENSMUSG00000073407	Gm6034	8	2	9	19
36407	433386	ENSMUSG00000043429	Ccdc185	0	0	0	0
30691	242037	ENSMUSG00000074591	Ankub1	0	0	0	0
30672	241694	ENSMUSG00000037110	Ralgapa2	175	249	109	45
29042	225594	ENSMUSG00000068606	Gm4841	151	24	166	322
35128	382097	ENSMUSG00000044860	Gm1123	0	0	1	0
16539	72607	ENSMUSG00000056900	Usp13	3	9	6	33
15129	70113	ENSMUSG00000047394	Odf3b	1	0	0	0
45732	100041759	ENSMUSG00000079116	Defa41	0	0	0	0
39333	634825	ENSMUSG00000061958	Defa38	0	0	0	0
34968	381399	ENSMUSG00000074665	Bpifb4	1	0	0	0
30617	241112	ENSMUSG00000073650	Catip	32	35	64	9
35360	384071	ENSMUSG00000040740	Slc25a34	4	0	7	0
35228	382867	ENSMUSG00000044519	Zfp488	0	0	0	0
35708	399548	ENSMUSG00000046480	Scn4b	2	0	2	3
17535	74253	ENSMUSG00000071537	Klrg2	43	20	7	0
30661	241593	ENSMUSG00000074997	Pin1rt1	0	0	0	0
30548	240327	ENSMUSG00000073555	Gm4951	67	38	516	258
8411	52535	ENSMUSG00000004561	Mettl17	183	124	90	86
34431	333088	ENSMUSG00000059022	Kcp	9	3	1	11
16458	72429	ENSMUSG00000070972	Dnajc25	433	334	262	132
16392	72307	ENSMUSG00000071632	2510002D24Rik	38	41	70	32
16085	71836	ENSMUSG00000042708	Shcbp1l	0	0	1	0
28169	213002	ENSMUSG00000059108	Ifitm6	180	6	37	41
36435	433492	ENSMUSG00000067996	Bpifb9b	0	0	0	0
34916	381196	ENSMUSG00000071691	Gm960	4	0	0	0
34365	330921	ENSMUSG00000074452	Pate2	0	1	0	0
34139	329252	ENSMUSG00000042793	Lgr6	2321	1415	999	83
28828	223604	ENSMUSG00000036760	Kcnk9	0	0	0	0
3982	18530	ENSMUSG00000036422	Pcdh8	143	30	79	6
38291	622404	ENSMUSG00000028461	Ccdc107	639	470	359	530
28716	218311	ENSMUSG00000051037	Zfp455	14	36	7	14
14881	69662	ENSMUSG00000050705	2310061I04Rik	396	301	194	186
21495	98488	ENSMUSG00000041303	Gtf3c3	366	278	182	74
35106	382035	ENSMUSG00000069867	Pabpn1l	0	0	0	0
20001	78459	ENSMUSG00000074139	1700057G04Rik	0	0	0	0
30653	241525	ENSMUSG00000034059	Ypel4	28	28	50	21
36505	433899	ENSMUSG00000068082	Grxcr1	0	0	0	0
29729	231887	ENSMUSG00000029623	Pdap1	3601	3220	1721	1374
19629	77864	ENSMUSG00000018427	Ypel2	106	179	537	92
32806	277360	ENSMUSG00000039621	Prex1	1162	1020	792	638
28805	223227	ENSMUSG00000061517	Sox21	30	4	64	1
30893	244058	ENSMUSG00000070509	Rgma	869	1749	1553	1541
30808	243339	ENSMUSG00000043388	Tmem130	2	0	0	1
16922	73336	ENSMUSG00000032493	Prss44	0	0	0	0
5197	20512	ENSMUSG00000005360	Slc1a3	13	10	353	32
26770	114663	ENSMUSG00000024525	Impa2	153	89	65	69
26753	114640	ENSMUSG00000038300	Pth2	0	0	0	0
26725	114570	ENSMUSG00000023968	Crip3	0	0	0	0
28533	216860	ENSMUSG00000047284	Neurl4	498	628	321	155
32550	268973	ENSMUSG00000039193	Nlrc4	22	2	5	13
32502	268663	ENSMUSG00000034918	Cdhr2	0	0	0	0
47657	100312949	ENSMUSG00000091174	Pate10	0	0	0	0
29614	230971	ENSMUSG00000057751	Megf6	10	32	141	1
29221	227357	ENSMUSG00000049515	Espnl	0	5	3	0
24615	110084	ENSMUSG00000019027	Dnah1	4	2	3	0
28304	214568	ENSMUSG00000071015	Gm136	0	0	1	0
17681	74464	ENSMUSG00000033948	Zswim5	0	2	0	0
28171	213011	ENSMUSG00000030443	Zfp583	7	1	2	3
40229	666122	ENSMUSG00000096468	Gm14595	0	0	0	0
30882	243937	ENSMUSG00000043456	Zfp536	0	0	0	1
28678	217866	ENSMUSG00000021279	Cdc42bpb	2005	2565	957	536
35541	386750	ENSMUSG00000048304	Slitrk3	0	0	0	0
28530	216856	ENSMUSG00000051790	Nlgn2	1396	2161	2279	804
27694	195040	ENSMUSG00000051232	Tmem199	452	325	94	134
16273	72128	ENSMUSG00000060301	2610008E11Rik	208	192	117	46
32712	270669	ENSMUSG00000046873	Mbtps2	610	892	296	106
28416	215890	ENSMUSG00000019785	Clvs2	0	0	0	1
37410	545047	ENSMUSG00000068506	Gm5800	0	0	0	0
35709	399549	ENSMUSG00000037130	H2-M10.6	0	0	0	0
25076	110696	ENSMUSG00000058124	H2-M10.3	0	0	0	0
27596	192231	ENSMUSG00000048878	Hexim1	2507	2142	6112	3745
29657	231329	ENSMUSG00000029250	Polr2b	1223	1542	660	248
29866	233011	ENSMUSG00000003752	Itpkc	287	236	500	161
16301	72171	ENSMUSG00000035378	Shq1	219	231	87	75
50659	100504663	ENSMUSG00000037526	Atg14	160	206	138	66
34024	328234	ENSMUSG00000044164	Rnf182	189	117	89	59
30143	235461	ENSMUSG00000042444	Mindy2	949	1863	2012	319
32794	277010	ENSMUSG00000044345	Marveld1	1872	1723	1987	444
32706	270328	ENSMUSG00000055827	Gsdmc3	0	0	0	0
38622	625508	ENSMUSG00000094698	Gm14596	0	0	0	0
32498	268591	ENSMUSG00000041550	Serpina5	0	0	0	0
7549	28028	ENSMUSG00000044018	Mrpl50	516	486	241	218
29199	227095	ENSMUSG00000041426	Hibch	324	283	245	105
33243	319776	ENSMUSG00000048108	Tmem72	0	0	0	0
23425	108114	ENSMUSG00000067144	Slc22a7	0	0	0	0
29595	230857	ENSMUSG00000057530	Ece1	3006	3659	1042	519
33426	320119	ENSMUSG00000089872	Rps6kc1	425	523	209	163
30879	243914	ENSMUSG00000036560	Lgi4	155	77	177	38
28074	211770	ENSMUSG00000032501	Trib1	3444	2623	7751	6793
27934	209590	ENSMUSG00000049093	Il23r	0	0	1	0
27390	170829	ENSMUSG00000041779	Tram2	101	146	42	15
29322	228413	ENSMUSG00000027171	Prrg4	2	1	0	0
29132	226418	ENSMUSG00000046404	Yod1	18	48	19	15
3917	18400	ENSMUSG00000000154	Slc22a18	59	9	82	0
14891	69675	ENSMUSG00000020674	Pxdn	3039	3140	458	169
35126	382090	ENSMUSG00000056919	Cep162	56	76	49	34
34527	353258	ENSMUSG00000019814	Ltv1	616	369	99	131
28225	213539	ENSMUSG00000042215	Bag2	717	321	114	130
34191	329659	ENSMUSG00000048581	E130311K13Rik	84	168	210	73
21835	100763	ENSMUSG00000039000	Ube3c	1104	1228	731	180
495	12238	ENSMUSG00000051154	Commd3	1356	1173	1011	672
33676	320554	ENSMUSG00000027175	Tcp11l1	57	98	95	65
33668	320541	ENSMUSG00000042202	Slc35e2	300	285	143	81
17706	74490	ENSMUSG00000042918	Mamstr	246	319	476	119
18884	76441	ENSMUSG00000040260	Daam2	6	10	5	16
35763	399673	ENSMUSG00000103362	Tdpoz2	0	0	0	0
30404	238693	ENSMUSG00000071291	Zfp58	41	27	27	36
34086	328780	ENSMUSG00000056399	Prss34	5	1	0	0
20285	79401	ENSMUSG00000046957	Spz1	0	0	0	0
7379	27801	ENSMUSG00000060166	Zdhhc8	2071	2091	1287	317
31054	245622	ENSMUSG00000042595	Fam199x	220	263	102	40
30476	239647	ENSMUSG00000044250	Pced1b	321	155	162	111
32483	268470	ENSMUSG00000014349	Ube2z	3041	2534	1746	798
22858	106021	ENSMUSG00000036822	Topors	603	544	1275	377
4904	19951	ENSMUSG00000057841	Rpl32	19428	13374	10793	11273
33895	320916	ENSMUSG00000063430	Wscd2	8	2	17	0
23378	108015	ENSMUSG00000035200	Chrnb4	0	0	0	2
34154	329384	ENSMUSG00000053746	Ptrh1	676	385	165	163
30755	242687	ENSMUSG00000028868	Wasf2	2803	3490	2457	441
21657	99586	ENSMUSG00000033308	Dpyd	0	0	5	5
33529	320299	ENSMUSG00000022837	Iqcb1	85	102	147	71
30524	240087	ENSMUSG00000061607	Mdc1	429	465	164	90
31131	246177	ENSMUSG00000020437	Myo1g	217	30	141	176
29734	231931	ENSMUSG00000047867	Gimap6	35	11	62	65
31036	245537	ENSMUSG00000031302	Nlgn3	31	37	108	41
29994	234130	ENSMUSG00000031535	Dkk4	0	0	0	0
24571	110033	ENSMUSG00000030677	Kif22	363	268	56	231
30300	237542	ENSMUSG00000020189	Osbpl8	1446	1018	488	162
21665	99683	ENSMUSG00000001052	Sec24b	1197	1261	583	333
22819	105785	ENSMUSG00000010830	Kdelr3	1225	678	326	114
27562	192140	ENSMUSG00000060332	Tmc2	0	0	0	0
2859	16493	ENSMUSG00000045534	Kcna5	1	0	1	0
34440	333433	ENSMUSG00000050627	Gpd1l	264	181	512	303
32939	319189	ENSMUSG00000105827	H2bc18	5	3	1	1
32934	319184	ENSMUSG00000062727	H2bc12	2	4	0	4
32928	319178	ENSMUSG00000075031	H2bc3	4	4	0	0
5389	20776	ENSMUSG00000049555	Tmie	11	0	27	17
33329	319942	ENSMUSG00000043122	A530016L24Rik	3	2	0	0
27508	171282	ENSMUSG00000052392	Acot4	0	0	0	0
19514	77674	ENSMUSG00000043787	Defb12	0	0	0	0
33897	320923	ENSMUSG00000067878	Map7d3	2	0	2	0
30176	235661	ENSMUSG00000032435	Dync1li1	1630	1376	777	325
35697	394252	ENSMUSG00000058017	Serpinb3d	0	0	0	0
30145	235472	ENSMUSG00000036030	Prtg	13	8	2	12
29170	226757	ENSMUSG00000038733	Wdr26	4494	3709	1792	785
31082	245880	ENSMUSG00000029636	Wasf3	0	1	7	12
33477	320207	ENSMUSG00000020901	Pik3r5	338	38	40	167
50134	100503361	ENSMUSG00000094845	Tmem95	38	44	12	4
13463	67291	ENSMUSG00000049957	Ccdc137	487	477	236	152
33927	320974	ENSMUSG00000043110	Lrrn4	0	0	2	0
35703	394435	ENSMUSG00000090145	Ugt1a6b	68	74	80	14
23914	108707	ENSMUSG00000032977	Fam207a	1434	692	463	322
22192	103161	ENSMUSG00000047631	Apof	0	0	10	10
27951	209966	ENSMUSG00000050751	Pgbd5	61	89	170	73
22124	102657	ENSMUSG00000035914	Cd276	1732	2850	1123	332
22112	102614	ENSMUSG00000062309	Rpp25	0	2	0	0
32918	319167	ENSMUSG00000069301	H2ac11	1	1	0	4
32920	319169	ENSMUSG00000063021	H2ac15	3	1	1	11
32941	319191	ENSMUSG00000071516	H2ac13	7	1	2	10
34791	378700	ENSMUSG00000068008	Bpifb3	0	0	0	0
14576	69155	ENSMUSG00000044148	1810030O07Rik	583	521	456	310
15851	71409	ENSMUSG00000036053	Fmnl2	2764	3300	3440	514
18589	75841	ENSMUSG00000037075	Rnf139	997	934	970	449
30126	235339	ENSMUSG00000000168	Dlat	1843	1512	711	507
18406	75563	ENSMUSG00000042707	Dnali1	3	0	4	3
30730	242517	ENSMUSG00000096011	Ifna15	0	0	0	0
29522	230398	ENSMUSG00000078355	Ifna16	0	0	0	0
19954	78388	ENSMUSG00000030681	Mvp	3132	3020	2064	1801
14043	68135	ENSMUSG00000022312	Eif3h	11250	9298	9133	4722
23939	108857	ENSMUSG00000024483	Ankhd1	514	947	254	142
27766	207686	ENSMUSG00000040473	Cfap69	23	29	12	5
35701	394433	ENSMUSG00000089943	Ugt1a5	0	0	0	0
35698	394430	ENSMUSG00000090165	Ugt1a10	0	0	0	0
22633	104721	ENSMUSG00000037149	Ddx1	1920	1979	1117	697
28264	214105	ENSMUSG00000040489	Sox30	0	0	0	0
28191	213236	ENSMUSG00000044595	Dnd1	11	13	0	2
30547	240322	ENSMUSG00000053441	Adamts19	0	0	0	0
35669	387351	ENSMUSG00000060412	Tas2r124	0	0	0	0
42271	751519	ENSMUSG00000065518	Mir423	0	0	0	0
35588	387178	ENSMUSG00000065619	Mir183	0	0	0	0
51777	102465788	ENSMUSG00000105165	Mir7686	0	0	0	0
51547	102465187	ENSMUSG00000098366	Mir145b	0	0	0	0
17097	73598	ENSMUSG00000044320	1700001O22Rik	148	132	121	45
21863	100986	ENSMUSG00000040407	Akap9	360	523	91	62
35092	381970	ENSMUSG00000036521	Scgb2b2	0	0	0	0
30965	244813	ENSMUSG00000054360	Bsx	0	0	0	0
30590	240819	ENSMUSG00000047053	Teddm1a	0	0	0	0
29905	233230	ENSMUSG00000070550	Mrgprb4	0	0	0	0
33260	319807	ENSMUSG00000090061	Nwd2	0	0	0	0
33257	319804	ENSMUSG00000049971	Glt1d1	0	0	0	0
27576	192174	ENSMUSG00000031568	Rwdd4a	994	619	304	170
29879	233065	ENSMUSG00000042831	Alkbh6	375	336	335	243
35358	384059	ENSMUSG00000062545	Tlr12	53	35	32	86
30427	239081	ENSMUSG00000051969	Tlr11	0	0	1	4
32671	269999	ENSMUSG00000043964	Orai3	684	737	416	249
28494	216578	ENSMUSG00000020273	Papolg	154	117	79	94
32528	268816	ENSMUSG00000072487	Mroh5	11	13	44	9
27292	170638	ENSMUSG00000046093	Hpcal4	2	0	3	28
29363	228807	ENSMUSG00000059842	Zfp341	67	75	34	9
22468	104175	ENSMUSG00000042978	Sbk1	259	341	332	156
31144	246228	ENSMUSG00000042116	Vwa1	458	348	234	229
29535	230587	ENSMUSG00000034762	Glis1	11	3	5	5
18819	76267	ENSMUSG00000010663	Fads1	2294	2765	1980	1250
35727	399591	ENSMUSG00000072955	Tmsb15l	0	1	2	0
30595	240873	ENSMUSG00000066755	Tnfsf18	2	13	3	7
15867	71446	ENSMUSG00000023147	Get1	325	305	198	58
58726	102639747	ENSMUSG00000105837	Gm35986	2	0	0	0
8118	52013	ENSMUSG00000025184	R3hcc1l	203	259	169	150
17530	74246	ENSMUSG00000028671	Gale	422	206	87	99
30955	244694	ENSMUSG00000053914	Kdm4d	2	4	5	6
30942	244585	ENSMUSG00000033282	Rpgrip1l	143	120	80	25
14360	68731	ENSMUSG00000024570	Rbfa	158	254	150	106
28920	224344	ENSMUSG00000032940	Rbm11	0	8	14	0
22467	104174	ENSMUSG00000024827	Gldc	1	0	6	2
32589	269336	ENSMUSG00000039983	Ccdc32	382	340	388	306
30877	243911	ENSMUSG00000036915	Kirrel2	0	0	0	0
30138	235435	ENSMUSG00000032401	Lctl	2	2	0	0
29437	229589	ENSMUSG00000015711	Prune1	561	692	559	213
52761	102631981	ENSMUSG00000103965	Gm30173	0	0	0	0
50347	100503882	ENSMUSG00000096922	Gm17308	0	0	0	0
42309	751560	ENSMUSG00000076251	Mir501	0	0	0	0
47681	100316672	ENSMUSG00000080626	Mir1192	0	1	0	0
47771	100316839	ENSMUSG00000080533	Mir1191	8	6	0	1
58802	102639848	ENSMUSG00000084754	Gm12532	0	0	0	0
27583	192192	ENSMUSG00000089832	Shkbp1	436	264	149	116
28186	213171	ENSMUSG00000050762	Prss27	4	0	0	0
28143	212679	ENSMUSG00000046994	Mars2	126	32	83	34
35195	382551	ENSMUSG00000069607	Cd300ld3	0	0	0	0
59014	102640117	ENSMUSG00000086034	Gm15201	0	0	0	0
33777	320720	ENSMUSG00000027086	Fastkd1	103	111	38	16
33775	320718	ENSMUSG00000042268	Slc26a9	1	0	0	1
50189	100503486	ENSMUSG00000095194	Olfr936	0	0	0	0
55291	102635321	ENSMUSG00000106505	Gm32693	0	0	0	0
55093	102635065	ENSMUSG00000104102	Gm32496	0	0	0	0
58344	102639225	ENSMUSG00000102936	Gm35584	0	0	0	0
36156	414104	ENSMUSG00000085060	E330016L19Rik	0	0	0	0
30502	239931	ENSMUSG00000055811	Cldn17	0	0	0	0
35695	393082	ENSMUSG00000056487	Mettl7a2	0	0	0	1
33662	320528	ENSMUSG00000035284	Vps13c	386	536	218	121
29309	228139	ENSMUSG00000027071	P2rx3	2	2	1	0
8294	52331	ENSMUSG00000047963	Stbd1	254	180	1	16
8255	52245	ENSMUSG00000036513	Commd2	652	455	360	298
21490	98432	ENSMUSG00000044340	Phlpp1	346	444	313	93
27569	192163	ENSMUSG00000102312	Pcdha3	0	0	0	0
27567	192161	ENSMUSG00000103770	Pcdha9	0	0	0	0
27566	192160	ENSMUSG00000078676	Casc3	989	866	555	386
29025	225358	ENSMUSG00000036501	Fam13b	486	781	328	123
28267	214112	ENSMUSG00000020411	Nipal4	2	0	0	5
29213	227292	ENSMUSG00000026176	Ctdsp1	3216	3900	3641	1674
29010	225192	ENSMUSG00000037346	Hrh4	1	0	0	1
27806	208169	ENSMUSG00000033210	Slc9c1	0	0	0	0
13683	67596	ENSMUSG00000034833	Tespa1	0	0	3	2
32587	269295	ENSMUSG00000050896	Rtn4rl2	0	1	0	2
32622	269623	ENSMUSG00000040302	Rbm48	99	101	69	64
34988	381489	ENSMUSG00000034009	Rxfp1	0	0	0	2
33680	320560	ENSMUSG00000030313	Dennd5b	115	139	76	92
21617	99382	ENSMUSG00000032724	Abtb2	638	472	551	147
33610	320435	ENSMUSG00000051735	Rinl	99	14	44	137
33602	320415	ENSMUSG00000046814	Gchfr	346	131	137	164
33598	320407	ENSMUSG00000043932	Klri2	10	0	6	5
22705	105193	ENSMUSG00000044231	Nhlrc1	30	16	2	4
22291	103806	ENSMUSG00000050567	Maml1	1025	1058	700	287
21372	97895	ENSMUSG00000032999	Nlrp4f	0	0	0	0
42198	723976	ENSMUSG00000076011	Mir652	0	0	0	0
42286	751536	ENSMUSG00000076142	Mir711	0	0	0	0
42249	735271	ENSMUSG00000076144	Mir709	0	0	0	0
42274	751522	ENSMUSG00000070105	Mir495	0	0	0	0
47722	100316717	ENSMUSG00000104618	Mir1839	0	2	0	1
47721	100316716	ENSMUSG00000088148	Mir1983	0	0	0	0
29567	230738	ENSMUSG00000042677	Zc3h12a	253	136	679	425
33829	320805	ENSMUSG00000086655	C330018A13Rik	0	0	0	0
42292	751543	ENSMUSG00000076064	Mir690	0	0	0	0
42291	751542	ENSMUSG00000076009	Mir688	0	0	0	0
15304	70466	ENSMUSG00000048327	Ckap2l	268	155	6	62
6264	22193	ENSMUSG00000027011	Ube2e3	1271	1200	1064	692
21818	100647	ENSMUSG00000042985	Upk3b	0	0	0	0
34264	330166	ENSMUSG00000097767	Miat	80	3	1	0
46967	100124438	ENSMUSG00000076315	Mir343	0	2	0	0
42283	751533	ENSMUSG00000076127	Mir718	0	0	0	0
34523	353235	ENSMUSG00000103800	Pcdha8	5	2	15	0
15860	71425	ENSMUSG00000067998	Bpifb9a	0	0	0	0
13810	67772	ENSMUSG00000053754	Chd8	837	983	468	297
27798	208117	ENSMUSG00000032375	Aph1b	33	2	12	23
56954	102637430	ENSMUSG00000104336	Gm34240	0	0	0	0
23954	108937	ENSMUSG00000058761	Rnf169	293	237	170	148
14618	69226	ENSMUSG00000024535	Snx24	150	367	69	71
32716	270757	ENSMUSG00000050108	Bpifc	37	2	0	0
29083	225997	ENSMUSG00000024727	Trpm6	58	13	13	1
47675	100316665	ENSMUSG00000080574	Mir466i	0	0	1	2
41898	675294	ENSMUSG00000096131	Gm9639	0	0	0	0
41751	670895	ENSMUSG00000112170	Gm9508	0	0	0	0
41750	670880	ENSMUSG00000094913	Gm9507	0	0	0	0
30643	241391	ENSMUSG00000026828	Galnt5	0	0	0	0
32639	269717	ENSMUSG00000039747	Orai2	671	822	368	178
32597	269397	ENSMUSG00000039086	Ss18l1	94	69	37	23
42206	724064	ENSMUSG00000065560	Mir148b	0	0	0	0
42074	723843	ENSMUSG00000065526	Mir337	0	0	0	0
47746	100316783	ENSMUSG00000080662	Mir1b	0	0	0	0
42108	723878	ENSMUSG00000070141	Mir494	0	0	0	0
42131	723901	ENSMUSG00000076140	Mir542	0	0	0	0
42140	723910	ENSMUSG00000065503	Mir351	0	0	0	0
42139	723909	ENSMUSG00000065436	Mir342	0	0	0	0
28969	224805	ENSMUSG00000023938	Aars2	181	114	44	70
33504	320253	ENSMUSG00000032656	Marchf3	51	42	116	114
5030	20289	ENSMUSG00000034161	Scx	480	539	664	255
28569	217124	ENSMUSG00000038976	Ppp1r9b	3577	4227	3341	1716
28917	224273	ENSMUSG00000022723	Crybg3	166	125	82	9
32560	269037	ENSMUSG00000052928	Ctif	577	1671	287	99
30550	240332	ENSMUSG00000052026	Slc6a7	0	0	6	0
14261	68524	ENSMUSG00000038013	Wipf2	444	456	313	184
34487	338521	ENSMUSG00000033579	Fa2h	0	6	0	10
30849	243743	ENSMUSG00000029765	Plxna4	391	378	246	25
34004	328019	ENSMUSG00000044787	Spata32	0	0	0	0
29976	233902	ENSMUSG00000030811	Fbxl19	709	665	441	233
30136	235416	ENSMUSG00000056271	Lman1l	1	0	1	0
28590	217219	ENSMUSG00000034685	Fam171a2	619	551	613	386
24058	109359	ENSMUSG00000030965	Abraxas2	553	465	228	199
21975	101744	ENSMUSG00000037469	Acp7	0	0	0	0
29724	231871	ENSMUSG00000039206	Daglb	229	56	146	199
29701	231724	ENSMUSG00000038569	Rad9b	8	8	16	6
33866	320869	ENSMUSG00000048478	Spata33	6	5	18	7
33811	320782	ENSMUSG00000056498	Tmem154	30	4	21	23
22193	103172	ENSMUSG00000049422	Chchd10	208	47	60	115
35686	387524	ENSMUSG00000058446	Znrf2	831	770	336	356
29575	230767	ENSMUSG00000040795	Iqcc	161	153	103	107
16505	72536	ENSMUSG00000033450	Tagap	150	19	69	95
33695	320590	ENSMUSG00000029830	Svopl	0	0	0	0
16316	72201	ENSMUSG00000040550	Otud6b	974	891	358	229
22587	104401	ENSMUSG00000054874	Pcnx3	1234	1557	690	200
30757	242700	ENSMUSG00000062157	Ifnlr1	6	1	0	1
16618	72778	ENSMUSG00000038009	Dnajc22	12	2	12	0
29429	229542	ENSMUSG00000042390	Gatad2b	1035	1185	794	267
29978	233905	ENSMUSG00000049739	Zfp646	301	478	90	49
28370	215335	ENSMUSG00000020261	Slc36a1	807	517	261	87
35674	387356	ENSMUSG00000057699	Tas2r131	0	0	0	0
27626	192970	ENSMUSG00000034449	Dhrs11	175	153	125	84
7545	28018	ENSMUSG00000030870	Ubfd1	1391	1038	435	344
32653	269855	ENSMUSG00000035279	Ssc5d	288	984	1021	517
29943	233733	ENSMUSG00000038296	Galnt18	5	6	2	15
30632	241274	ENSMUSG00000036833	Pnpla7	228	168	242	161
28554	217012	ENSMUSG00000018845	Unc45b	3	4	6	6
33454	320165	ENSMUSG00000065954	Tacc1	1303	1343	759	277
35707	399510	ENSMUSG00000034761	Map4k5	963	971	522	167
28956	224705	ENSMUSG00000024319	Vps52	1002	950	769	545
32709	270624	ENSMUSG00000071722	Spin4	28	81	37	14
32663	269952	ENSMUSG00000050973	Gdpgp1	77	50	18	15
27772	207777	ENSMUSG00000034156	Tspoap1	3	0	8	4
21223	97487	ENSMUSG00000096188	Cmtm4	854	1204	566	173
14901	69693	ENSMUSG00000034607	Pof1b	0	0	0	0
32784	276846	ENSMUSG00000041958	Pigs	1648	1893	2189	655
51875	102466637	ENSMUSG00000098315	Mir21b	0	0	0	0
12704	66209	ENSMUSG00000038544	Inip	448	362	144	183
