,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-176814,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,74,-0.474401295,-1.611758215,0.005506884,0.067136094,0.055799727,5743,"tags=73%, list=39%, signal=45%",NEK2/ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/PSMA4/CDC23/UBC/PSMA3/CDC20/ANAPC11/BUB1B/CCNA2/PSMC3/PSMA7/PTTG1/UBB/PSMC2/PSMD6/PSMB6/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/PSMA5/PSMC4/CDK1/PSMD3/PSMD1/CCNB1/PSMB7/PSME3/PSME2/ANAPC1/PLK1/CDC27/PSMC6/UBE2S/PSMD14/ANAPC7/MAD2L1/BUB3/PSMD12/PSMD11/PSMD8/PSME4/UBE2C/ANAPC10/CCNA1/PSMD2
R-HSA-168274,R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,31,-0.560782212,-1.614471536,0.017024254,0.13042625,0.108402927,4093,"tags=68%, list=28%, signal=49%",NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/RAN/NDC1/NUP35/SEH1L
R-HSA-418555,R-HSA-418555,G alpha (s) signalling events,74,-0.476571543,-1.619131538,0.005256571,0.065218692,0.05420609,1434,"tags=32%, list=10%, signal=29%",GNG11/PDE7A/GNG10/GNG2/PDE8B/PDE3A/ITGB1/SHC1/VIPR1/PRKACB/PTHLH/ADORA2B/ITGA5/GPBAR1/ADM2/GPER1/ADCY8/LHB/ARRB1/PDE3B/HTR7/PDE2A/ADCYAP1R1/HTR4
R-HSA-6782210,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,63,-0.492924972,-1.620256526,0.006714748,0.079040341,0.065693864,5913,"tags=78%, list=40%, signal=47%",CUL4A/RPA1/POLR2I/PPIE/XAB2/GTF2H1/POLK/RPS27A/RBX1/LIG1/POLR2A/UBC/TCEA1/POLE4/RFC1/USP7/UBB/RPA2/GTF2H3/CUL4B/PCNA/POLR2C/ERCC3/ZNF830/ERCC8/POLR2K/RPA3/MNAT1/HMGN1/CDK7/POLD3/RFC2/POLE/POLR2G/POLR2B/POLD2/POLE3/CCNH/POLR2H/POLR2D/RFC4/RFC3/RFC5/XRCC1/POLR2F/POLD1/GTF2H2/POLD4/POLE2
R-HSA-2467813,R-HSA-2467813,Separation of Sister Chromatids,179,-0.417586472,-1.621409958,0.00028169,0.01692174,0.014064394,5229,"tags=59%, list=35%, signal=38%",PSMA4/MIS12/PPP2R5C/TUBB6/KNTC1/CDC23/XPO1/UBC/MAD1L1/PSMA3/PPP2R5E/SPC24/CDC20/ANAPC11/BUB1B/PPP2R1B/SGO1/PSMC3/PSMA7/PTTG1/SPC25/UBB/PSMC2/PSMD6/ZW10/PPP2CB/PSMB6/PSMD13/NUP37/PSMA1/PSMC1/HDAC8/NUP85/PSMD7/DSN1/PSMC5/PSMA5/PSMC4/TUBA1B/CENPT/PSMD3/PSMD1/NUP98/PSMB7/PSME3/CDCA8/BIRC5/PSME2/KIF2A/SMC1A/AURKB/KIF18A/CENPH/NDC80/AHCTF1/CENPO/INCENP/ANAPC1/KIF2C/NUP43/SKA1/CENPE/DYNC1LI1/MAPRE1/PLK1/ZWINT/CENPN/RCC2/CDC27/CDCA5/PSMC6/CENPI/BUB1/NUP107/CENPK/PPP2R5A/UBE2S/PSMD14/NUF2/ANAPC7/TUBB4B/ESPL1/PPP1CC/MAD2L1/BUB3/PSMD12/PSMD11/PSMD8/PSME4/NDE1/SPDL1/UBE2C/ANAPC10/ZWILCH/SGO2/TUBA1C/CENPU/CENPQ/ERCC6L/PSMD2/NUDC/DYNC1I1/TUBB1/SEH1L/TUBB4A
R-HSA-5696399,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),83,-0.469908882,-1.626438328,0.003543407,0.046866568,0.038952843,5305,"tags=66%, list=36%, signal=43%",RPS27A/PIAS3/RAD23B/RBX1/LIG1/UBC/INO80/POLE4/RFC1/USP45/COPS5/UBB/RPA2/GTF2H3/COPS6/CUL4B/PCNA/UBE2I/ERCC3/TFPT/PARP1/RPA3/XPC/ACTR5/MNAT1/CDK7/POLD3/RFC2/POLE/INO80E/UBE2V2/COPS7A/PARP2/POLD2/POLE3/COPS3/CCNH/RAD23A/COPS7B/RFC4/UBE2N/RFC3/ERCC1/COPS8/RUVBL1/RFC5/CHD1L/XRCC1/POLD1/ACTL6A/GTF2H2/POLD4/INO80C/POLE2/ERCC5
R-HSA-111996,R-HSA-111996,Ca-dependent events,33,-0.557064965,-1.627128531,0.015954951,0.124871966,0.10378652,1063,"tags=21%, list=7%, signal=20%",PRKACB/PRKCG/PLA2G4A/CAMK4/ADCY8/CAMK2A/CAMK2B
R-HSA-9634638,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,23,-0.603438136,-1.631067692,0.017997231,0.135656549,0.112750056,2328,"tags=39%, list=16%, signal=33%",FOS/EGFR/AKT2/MAPK1/CCND1/ELK1/HBEGF/EREG/AREG
R-HSA-6802946,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,40,-0.539916689,-1.633237288,0.012965186,0.10950115,0.091011167,249,"tags=18%, list=2%, signal=17%",MAPK1/RAP1B/MAP2K1/VWF/ARRB1/CAMK2A/CAMK2B
R-HSA-6802949,R-HSA-6802949,Signaling by RAS mutants,40,-0.539916689,-1.633237288,0.012965186,0.10950115,0.091011167,249,"tags=18%, list=2%, signal=17%",MAPK1/RAP1B/MAP2K1/VWF/ARRB1/CAMK2A/CAMK2B
R-HSA-6802955,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,40,-0.539916689,-1.633237288,0.012965186,0.10950115,0.091011167,249,"tags=18%, list=2%, signal=17%",MAPK1/RAP1B/MAP2K1/VWF/ARRB1/CAMK2A/CAMK2B
R-HSA-9649948,R-HSA-9649948,Signaling downstream of RAS mutants,40,-0.539916689,-1.633237288,0.012965186,0.10950115,0.091011167,249,"tags=18%, list=2%, signal=17%",MAPK1/RAP1B/MAP2K1/VWF/ARRB1/CAMK2A/CAMK2B
R-HSA-6805567,R-HSA-6805567,Keratinization,25,-0.592751226,-1.634756456,0.018972698,0.138236689,0.114894523,696,"tags=28%, list=5%, signal=27%",DSP/KRT19/KAZN/KRT78/KRT15/KRT79/LCE1F
R-HSA-6809371,R-HSA-6809371,Formation of the cornified envelope,25,-0.592751226,-1.634756456,0.018972698,0.138236689,0.114894523,696,"tags=28%, list=5%, signal=27%",DSP/KRT19/KAZN/KRT78/KRT15/KRT79/LCE1F
R-HSA-9675136,R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,41,-0.538547591,-1.635435616,0.011380145,0.104346641,0.08672703,3900,"tags=68%, list=26%, signal=50%",BRCA1/HUS1/TOP3A/RAD1/RPA2/RPA3/NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RFC2/RAD51AP1/ATR/TOPBP1/ATRIP/RAD51/RAD9B/RFC4/BLM/RFC3/DNA2/WRN/BRCA2/RFC5/MRE11/XRCC2
R-HSA-9701190,R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,41,-0.538547591,-1.635435616,0.011380145,0.104346641,0.08672703,3900,"tags=68%, list=26%, signal=50%",BRCA1/HUS1/TOP3A/RAD1/RPA2/RPA3/NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RFC2/RAD51AP1/ATR/TOPBP1/ATRIP/RAD51/RAD9B/RFC4/BLM/RFC3/DNA2/WRN/BRCA2/RFC5/MRE11/XRCC2
R-HSA-167172,R-HSA-167172,Transcription of the HIV genome,64,-0.496292497,-1.636329641,0.006237525,0.075388017,0.062658259,5539,"tags=64%, list=38%, signal=40%",TAF13/GTF2H1/GTF2A1/GTF2A2/POLR2A/GTF2B/NELFA/NELFCD/TCEA1/TAF10/TAF3/TBP/TAF7/GTF2H3/NELFE/NCBP1/CCNT1/POLR2C/ERCC3/POLR2K/ELOA/RNGTT/MNAT1/SUPT16H/CDK7/GTF2E1/ELOC/SSRP1/POLR2G/POLR2B/ELL/GTF2F2/CCNH/POLR2H/NCBP2/POLR2D/GTF2E2/TAF4B/POLR2F/TAF5/GTF2H2
R-HSA-6782315,R-HSA-6782315,tRNA modification in the nucleus and cytosol,42,-0.537017865,-1.640875901,0.010848602,0.102173638,0.084920953,4475,"tags=57%, list=30%, signal=40%",TRMT5/OSGEP/QTRT1/EPRS1/FTSJ1/THADA/CTU2/NSUN6/TRMT13/ADAT1/TPRKB/NSUN2/ADAT2/TRIT1/CTU1/ALKBH8/METTL1/TYW3/PUS1/TRMT1/DUS2/WDR4/PUS7/TRMT6
R-HSA-4570464,R-HSA-4570464,SUMOylation of RNA binding proteins,44,-0.532857602,-1.642525602,0.010228933,0.102076134,0.084839913,4218,"tags=55%, list=29%, signal=39%",UBE2I/NUP62/NUP37/NUP85/NUP98/RNF2/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NOP58/NUP188/PHC2/NDC1/NUP35/SEH1L
R-HSA-69166,R-HSA-69166,Removal of the Flap Intermediate,14,-0.684575827,-1.644826556,0.022779043,0.149935299,0.124617746,4405,"tags=93%, list=30%, signal=65%",RPA2/PCNA/RPA3/POLD3/PRIM1/FEN1/POLD2/POLA1/PRIM2/DNA2/POLA2/POLD1/POLD4
R-HSA-9675135,R-HSA-9675135,Diseases of DNA repair,51,-0.52050513,-1.646609483,0.008380577,0.094338776,0.078409059,3596,"tags=61%, list=24%, signal=46%",TOP3A/RAD1/RPA2/NTHL1/RPA3/NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/MSH6/RFC2/RAD51AP1/ATR/NEIL3/TOPBP1/ATRIP/RAD51/OGG1/RAD9B/RFC4/BLM/RFC3/DNA2/WRN/BRCA2/RFC5/MRE11/XRCC2/MSH2
R-HSA-210991,R-HSA-210991,Basigin interactions,21,-0.625932883,-1.649752064,0.014305491,0.118336845,0.098354897,1580,"tags=38%, list=11%, signal=34%",SLC7A8/ITGB1/ITGA3/SLC16A3/L1CAM/ATP1B1/SLC7A5/MMP1
R-HSA-5693579,R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,43,-0.536816087,-1.649873902,0.010204082,0.102076134,0.084839913,3900,"tags=56%, list=26%, signal=41%",RPA3/XRCC3/NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RFC2/RAD51AP1/ATR/TOPBP1/ATRIP/RAD51/RAD9B/RFC4/BLM/RFC3/DNA2/WRN/BRCA2/RFC5/MRE11/XRCC2
R-HSA-5357956,R-HSA-5357956,TNFR1-induced NFkappaB signaling pathway,27,-0.590287992,-1.652906159,0.015983322,0.124871966,0.10378652,423,"tags=7%, list=3%, signal=7%",TRAF1/USP2
R-HSA-162587,R-HSA-162587,HIV Life Cycle,140,-0.439228692,-1.653010494,0.001620746,0.029131862,0.024212757,5305,"tags=62%, list=36%, signal=40%",RPS27A/GTF2A1/GTF2A2/XPO1/LIG1/POLR2A/UBC/GTF2B/NELFA/NELFCD/TCEA1/PDCD6IP/TAF10/VPS37A/NUP42/VPS37C/TAF3/TBP/TAF7/UBB/GTF2H3/XRCC6/NELFE/NCBP1/RCC1/CCNT1/POLR2C/ERCC3/NUP62/NUP37/FURIN/NUP85/POLR2K/ELOA/VTA1/RNGTT/KPNA1/MNAT1/VPS4A/NUP98/TSG101/SUPT16H/CDK7/NUP54/RAE1/GTF2E1/NUP43/POM121/NUP93/ELOC/SSRP1/LIG4/POLR2G/NUP50/PPIA/POLR2B/NUP107/NUP153/BANF1/ELL/GTF2F2/XRCC5/FEN1/NUP88/CCNH/NUP155/POLR2H/NCBP2/POLR2D/CHMP7/RANBP1/GTF2E2/NUP205/NUP58/TAF4B/POLR2F/NUP188/RAN/TAF5/VPS37D/XRCC4/NDC1/GTF2H2/NUP35/SEH1L/CXCR4/HMGA1
R-HSA-110373,R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,26,-0.594830249,-1.653540561,0.016203704,0.125511561,0.104318116,4821,"tags=77%, list=33%, signal=52%",POLE4/RFC1/RPA2/PCNA/PARP1/RPA3/POLD3/RFC2/POLE/POLB/PARP2/FEN1/POLD2/POLE3/RFC4/RFC3/RFC5/POLD1/POLD4/POLE2
R-HSA-112314,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,130,-0.444336108,-1.653832974,0.001338688,0.026316283,0.021872607,1439,"tags=22%, list=10%, signal=20%",RPS6KA3/GNG2/PRKCB/PPM1F/CACNG8/GRIA3/RPS6KA1/PRKACB/PRKCG/TUBB1/GRIA1/GABBR2/RASGRF2/KCNJ2/GRIN1/CAMK4/ADCY8/NRGN/GRIN2A/TUBB4A/GRIN2B/GRIK5/CHRNA9/CHRNA3/CAMK2A/CAMK2B/GRIA2/NCALD
R-HSA-5696398,R-HSA-5696398,Nucleotide Excision Repair,109,-0.45695303,-1.654521254,0.001047943,0.025495545,0.021190456,5305,"tags=63%, list=36%, signal=41%",RPS27A/PIAS3/RAD23B/RBX1/LIG1/POLR2A/UBC/INO80/TCEA1/POLE4/RFC1/USP7/USP45/COPS5/UBB/RPA2/GTF2H3/COPS6/CUL4B/PCNA/POLR2C/UBE2I/ERCC3/ZNF830/TFPT/ERCC8/POLR2K/PARP1/RPA3/XPC/ACTR5/MNAT1/HMGN1/CDK7/POLD3/RFC2/POLE/POLR2G/POLR2B/INO80E/UBE2V2/COPS7A/PARP2/ELL/POLD2/POLE3/COPS3/CCNH/RAD23A/POLR2H/COPS7B/POLR2D/RFC4/UBE2N/RFC3/ERCC1/COPS8/RUVBL1/RFC5/CHD1L/XRCC1/POLR2F/POLD1/ACTL6A/GTF2H2/POLD4/INO80C/POLE2/ERCC5
R-HSA-390450,R-HSA-390450,Folding of actin by CCT/TriC,10,-0.750100931,-1.655649289,0.018926742,0.138236689,0.114894523,2705,"tags=80%, list=18%, signal=65%",CCT6A/CCT3/TCP1/CCT4/CCT7/CCT8/CCT2/CCT5
R-HSA-75067,R-HSA-75067,Processing of Capped Intronless Pre-mRNA,29,-0.5828118,-1.656036663,0.014590088,0.118336845,0.098354897,4853,"tags=69%, list=33%, signal=46%",SYMPK/CPSF3/CPSF6/PAPOLA/CPSF2/WDR33/NCBP1/CLP1/SNRPF/ZNF473/CSTF3/SNRPG/LSM10/SLBP/SNRPE/LSM11/NCBP2/SNRPB/FIP1L1/CSTF2
R-HSA-6781827,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),77,-0.483692585,-1.65608882,0.003254882,0.043878317,0.036469177,5305,"tags=66%, list=36%, signal=43%",RPS27A/RBX1/LIG1/POLR2A/UBC/TCEA1/POLE4/RFC1/USP7/COPS5/UBB/RPA2/GTF2H3/COPS6/CUL4B/PCNA/POLR2C/ERCC3/ZNF830/ERCC8/POLR2K/RPA3/MNAT1/HMGN1/CDK7/POLD3/RFC2/POLE/POLR2G/POLR2B/COPS7A/ELL/POLD2/POLE3/COPS3/CCNH/POLR2H/COPS7B/POLR2D/RFC4/RFC3/ERCC1/COPS8/RFC5/XRCC1/POLR2F/POLD1/GTF2H2/POLD4/POLE2/ERCC5
R-HSA-176974,R-HSA-176974,Unwinding of DNA,12,-0.717423729,-1.660609531,0.017252969,0.130749526,0.108671616,4181,"tags=100%, list=28%, signal=72%",MCM2/GINS3/MCM5/MCM3/GINS1/GINS2/MCM4/MCM7/MCM6/CDC45/MCM8
R-HSA-5693567,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),108,-0.459462794,-1.661465365,0.000786782,0.024512632,0.020373514,4846,"tags=58%, list=33%, signal=39%",CCNA2/POLE4/RFC1/RAD52/TOP3A/RAD1/CDK2/UBB/UIMC1/RPA2/RNF4/PCNA/UBE2I/SLX4/NSD2/RPA3/XRCC3/ABL1/NBN/H2BC12/EXO1/RAD51D/RAD51C/TIMELESS/PALB2/POLD3/RMI1/RFC2/SIRT6/GEN1/POLE/RAD51AP1/UBE2V2/ATR/TOPBP1/MDC1/POLD2/ATRIP/POLE3/RAD51/BRCC3/RAD9B/RFC4/BLM/UBE2N/RFC3/DNA2/WRN/ERCC1/TIPIN/BRCA2/H2BC13/RFC5/MRE11/XRCC2/CLSPN/CCNA1/POLD1/EME1/POLD4/H2BC15/POLE2/H4C11
R-HSA-442742,R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,24,-0.609487979,-1.662413741,0.01452617,0.118336845,0.098354897,1439,"tags=29%, list=10%, signal=26%",RPS6KA3/RPS6KA1/RASGRF2/GRIN1/GRIN2B/CAMK2A/CAMK2B
R-HSA-9656223,R-HSA-9656223,Signaling by RAF1 mutants,36,-0.561062715,-1.662488618,0.010931559,0.102173638,0.084920953,249,"tags=19%, list=2%, signal=19%",MAPK1/RAP1B/MAP2K1/VWF/ARRB1/CAMK2A/CAMK2B
R-HSA-162906,R-HSA-162906,HIV Infection,212,-0.418428064,-1.663689293,0.000289939,0.01692174,0.014064394,5229,"tags=58%, list=35%, signal=38%",PSMA4/GTF2A2/RBX1/ARF1/XPO1/AP2A2/LIG1/POLR2A/UBC/PAK2/GTF2B/NELFA/PSMA3/ATP6V1H/NELFCD/TCEA1/PDCD6IP/PSMC3/PSMA7/TAF10/VPS37A/NUP42/VPS37C/TAF3/TBP/TAF7/UBB/PSMC2/GTF2H3/PSMD6/XRCC6/NELFE/NCBP1/RCC1/CCNT1/PSMB6/POLR2C/ERCC3/AP2S1/NUP62/PSMD13/NUP37/FURIN/PSMA1/PSMC1/NUP85/POLR2K/PSMD7/AP1B1/PSMC5/PSMA5/PSMC4/ELOA/VTA1/RNGTT/KPNA1/PSMD3/PSMD1/MNAT1/VPS4A/NUP98/PSMB7/PSME3/TSG101/SUPT16H/PSME2/CDK7/AP1S1/NUP54/RAE1/GTF2E1/NUP43/POM121/NUP93/ELOC/NPM1/SSRP1/KPNB1/LIG4/POLR2G/NUP50/PPIA/PSMC6/POLR2B/AP1S2/NUP107/NUP153/BANF1/ELL/GTF2F2/XRCC5/PSMD14/FEN1/NUP88/CCNH/PSMD12/NUP155/PSMD11/PSMD8/POLR2H/PSME4/NCBP2/POLR2D/CHMP7/RANBP1/GTF2E2/NUP205/NUP58/TAF4B/POLR2F/NUP188/RAN/SLC25A5/TAF5/VPS37D/XRCC4/NDC1/GTF2H2/PSMD2/NUP35/SEH1L/AP1S3/CXCR4/HMGA1
R-HSA-69618,R-HSA-69618,Mitotic Spindle Checkpoint,110,-0.458824558,-1.663878326,0.001048768,0.025495545,0.021190456,5216,"tags=60%, list=35%, signal=39%",MIS12/PPP2R5C/KNTC1/CDC23/XPO1/MAD1L1/PPP2R5E/SPC24/CDC20/ANAPC11/BUB1B/PPP2R1B/SGO1/SPC25/ZW10/PPP2CB/NUP37/NUP85/DSN1/CENPT/NUP98/CDCA8/BIRC5/KIF2A/AURKB/KIF18A/CENPH/NDC80/AHCTF1/CENPO/INCENP/ANAPC1/KIF2C/NUP43/SKA1/CENPE/DYNC1LI1/MAPRE1/PLK1/ZWINT/CENPN/RCC2/CDC27/CENPI/BUB1/NUP107/CENPK/PPP2R5A/UBE2S/NUF2/ANAPC7/PPP1CC/MAD2L1/BUB3/NDE1/SPDL1/UBE2C/ANAPC10/ZWILCH/SGO2/CENPU/CENPQ/ERCC6L/NUDC/DYNC1I1/SEH1L
R-HSA-5685942,R-HSA-5685942,HDR through Homologous Recombination (HRR),66,-0.501124064,-1.665051279,0.00397911,0.052137493,0.043333737,5146,"tags=74%, list=35%, signal=49%",RAD51B/POLH/BARD1/POLK/RPS27A/UBC/BRCA1/HUS1/POLE4/RFC1/TOP3A/RAD1/UBB/RPA2/PCNA/SLX4/RPA3/XRCC3/NBN/EXO1/RAD51D/RAD51C/PALB2/POLD3/RMI1/RFC2/GEN1/POLE/RAD51AP1/ATR/TOPBP1/POLD2/ATRIP/POLE3/RAD51/RAD9B/RFC4/BLM/RFC3/DNA2/WRN/BRCA2/RFC5/MRE11/XRCC2/POLD1/EME1/POLD4/POLE2
R-HSA-5651801,R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,21,-0.633904161,-1.670761716,0.011998154,0.105133826,0.087381294,4821,"tags=86%, list=33%, signal=58%",POLE4/RFC1/RPA2/PCNA/RPA3/POLD3/RFC2/POLE/POLB/FEN1/POLD2/POLE3/RFC4/RFC3/RFC5/POLD1/POLD4/POLE2
R-HSA-6783589,R-HSA-6783589,Interleukin-6 family signaling,21,-0.635940669,-1.676129277,0.011998154,0.105133826,0.087381294,379,"tags=19%, list=3%, signal=19%",CLCF1/IL31RA/LIF/IL11
R-HSA-174417,R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,33,-0.574324923,-1.677543064,0.009619897,0.098445951,0.08182271,4819,"tags=73%, list=33%, signal=49%",RFC1/CHTF8/STN1/RPA2/PCNA/RPA3/POLD3/RFC2/ACD/PRIM1/FEN1/POLD2/POLA1/CHTF18/PRIM2/RFC4/BLM/RFC3/DNA2/WRN/POLA2/RFC5/POLD1/POLD4
R-HSA-9706019,R-HSA-9706019,RHOBTB3 ATPase cycle,10,-0.760724353,-1.679097682,0.016032064,0.124871966,0.10378652,1918,"tags=40%, list=13%, signal=35%",PLIN3/HGS/RAB9B/HTR7
R-HSA-141424,R-HSA-141424,Amplification of signal from the kinetochores,93,-0.475475341,-1.679450464,0.001780264,0.030071456,0.024993694,5216,"tags=62%, list=35%, signal=41%",MIS12/PPP2R5C/KNTC1/XPO1/MAD1L1/PPP2R5E/SPC24/CDC20/BUB1B/PPP2R1B/SGO1/SPC25/ZW10/PPP2CB/NUP37/NUP85/DSN1/CENPT/NUP98/CDCA8/BIRC5/KIF2A/AURKB/KIF18A/CENPH/NDC80/AHCTF1/CENPO/INCENP/KIF2C/NUP43/SKA1/CENPE/DYNC1LI1/MAPRE1/PLK1/ZWINT/CENPN/RCC2/CENPI/BUB1/NUP107/CENPK/PPP2R5A/NUF2/PPP1CC/MAD2L1/BUB3/NDE1/SPDL1/ZWILCH/SGO2/CENPU/CENPQ/ERCC6L/NUDC/DYNC1I1/SEH1L
R-HSA-141444,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,93,-0.475475341,-1.679450464,0.001780264,0.030071456,0.024993694,5216,"tags=62%, list=35%, signal=41%",MIS12/PPP2R5C/KNTC1/XPO1/MAD1L1/PPP2R5E/SPC24/CDC20/BUB1B/PPP2R1B/SGO1/SPC25/ZW10/PPP2CB/NUP37/NUP85/DSN1/CENPT/NUP98/CDCA8/BIRC5/KIF2A/AURKB/KIF18A/CENPH/NDC80/AHCTF1/CENPO/INCENP/KIF2C/NUP43/SKA1/CENPE/DYNC1LI1/MAPRE1/PLK1/ZWINT/CENPN/RCC2/CENPI/BUB1/NUP107/CENPK/PPP2R5A/NUF2/PPP1CC/MAD2L1/BUB3/NDE1/SPDL1/ZWILCH/SGO2/CENPU/CENPQ/ERCC6L/NUDC/DYNC1I1/SEH1L
R-HSA-5696397,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,25,-0.609029536,-1.679650624,0.011800093,0.105106542,0.087358617,5441,"tags=88%, list=37%, signal=56%",POLK/RPS27A/LIG1/UBC/POLE4/RFC1/UBB/RPA2/PCNA/RPA3/POLD3/RFC2/POLE/POLD2/POLE3/RFC4/RFC3/RFC5/XRCC1/POLD1/POLD4/POLE2
R-HSA-392518,R-HSA-392518,Signal amplification,25,-0.60999164,-1.682304021,0.011568718,0.105106542,0.087358617,1880,"tags=28%, list=13%, signal=24%",GNG11/GNG10/P2RY1/GNG2/GNA14/PLA2G4A/GNA15
R-HSA-69186,R-HSA-69186,Lagging Strand Synthesis,20,-0.647194854,-1.688933781,0.010584445,0.102173638,0.084920953,4405,"tags=85%, list=30%, signal=60%",RPA2/PCNA/RPA3/POLD3/RFC2/PRIM1/FEN1/POLD2/POLA1/PRIM2/RFC4/RFC3/DNA2/POLA2/RFC5/POLD1/POLD4
R-HSA-73863,R-HSA-73863,RNA Polymerase I Transcription Termination,30,-0.590985835,-1.688950665,0.009078212,0.096539223,0.080237946,4586,"tags=63%, list=31%, signal=44%",TBP/TTF1/GTF2H3/TAF1B/ERCC3/POLR2K/MNAT1/CDK7/TAF1A/TAF1D/CCNH/POLR1E/POLR2H/POLR1B/POLR2F/POLR1C/GTF2H2/POLR1F/POLR1G
R-HSA-180336,R-HSA-180336,SHC1 events in EGFR signaling,13,-0.715853683,-1.691387624,0.014901784,0.119384576,0.099225712,125,"tags=31%, list=1%, signal=31%",SHC1/HBEGF/EREG/AREG
R-HSA-162909,R-HSA-162909,Host Interactions of HIV factors,119,-0.461030714,-1.692082343,0.000530082,0.019055774,0.015838082,5229,"tags=61%, list=35%, signal=39%",PSMA4/RBX1/ARF1/XPO1/AP2A2/UBC/PAK2/PSMA3/ATP6V1H/PSMC3/PSMA7/NUP42/UBB/PSMC2/PSMD6/RCC1/CCNT1/PSMB6/AP2S1/NUP62/PSMD13/NUP37/PSMA1/PSMC1/NUP85/PSMD7/AP1B1/PSMC5/PSMA5/PSMC4/KPNA1/PSMD3/PSMD1/NUP98/PSMB7/PSME3/PSME2/AP1S1/NUP54/RAE1/NUP43/POM121/NUP93/ELOC/NPM1/KPNB1/NUP50/PPIA/PSMC6/AP1S2/NUP107/NUP153/BANF1/PSMD14/NUP88/PSMD12/NUP155/PSMD11/PSMD8/PSME4/RANBP1/NUP205/NUP58/NUP188/RAN/SLC25A5/NDC1/PSMD2/NUP35/SEH1L/AP1S3/HMGA1
R-HSA-442729,R-HSA-442729,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,10,-0.767359772,-1.693743612,0.014473391,0.118336845,0.098354897,440,"tags=40%, list=3%, signal=39%",KPNA2/CAMKK1/CAMK4/CAMK2B
R-HSA-182971,R-HSA-182971,EGFR downregulation,28,-0.60130402,-1.696972896,0.010697674,0.102173638,0.084920953,2219,"tags=32%, list=15%, signal=27%",EGFR/SPRY2/EPS15L1/HGS/PTPN12/SH3KBP1/HBEGF/EREG/AREG
R-HSA-69052,R-HSA-69052,Switching of origins to a post-replicative state,89,-0.485466459,-1.697148448,0.001280082,0.025638212,0.021309033,5684,"tags=72%, list=39%, signal=44%",ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/SKP2/PSMA4/RBX1/CDC23/UBC/PSMA3/CDT1/ANAPC11/CCNA2/PSMC3/PSMA7/CDK2/UBB/PSMC2/PSMD6/GMNN/PSMB6/ORC3/MCM2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/PSMD3/PSMD1/PSMB7/PSME3/PSME2/MCM5/ANAPC1/MCM3/CDC27/PSMC6/UBE2S/PSMD14/MCM4/ANAPC7/PSMD12/PSMD11/PSMD8/PSME4/MCM7/UBE2C/ORC1/MCM6/ANAPC10/CCNA1/CDC6/CCNE2/ORC6/MCM8/PSMD2/ORC5
